date,value,series
2017-04-19,1.19,US2Y
2017-04-19,2.21,US10Y
2017-04-19,14.93,VIX
2017-04-20,1.21,US2Y
2017-04-20,14.15,VIX
2017-04-20,2.24,US10Y
2017-04-21,14.63,VIX
2017-04-21,1.2,US2Y
2017-04-21,2.24,US10Y
2017-04-24,10.84,VIX
2017-04-24,1.25,US2Y
2017-04-24,2.28,US10Y
2017-04-25,10.76,VIX
2017-04-25,1.29,US2Y
2017-04-25,2.35,US10Y
2017-04-26,10.85,VIX
2017-04-26,1.28,US2Y
2017-04-26,2.32,US10Y
2017-04-27,1.25,US2Y
2017-04-27,2.3,US10Y
2017-04-27,10.36,VIX
2017-04-28,2.29,US10Y
2017-04-28,10.82,VIX
2017-04-28,1.28,US2Y
2017-05-01,2.33,US10Y
2017-05-01,10.11,VIX
2017-05-01,1.28,US2Y
2017-05-02,2.29,US10Y
2017-05-02,10.59,VIX
2017-05-02,1.27,US2Y
2017-05-03,2.33,US10Y
2017-05-03,10.68,VIX
2017-05-03,1.3,US2Y
2017-05-04,10.46,VIX
2017-05-04,1.32,US2Y
2017-05-04,2.36,US10Y
2017-05-05,1.32,US2Y
2017-05-05,10.57,VIX
2017-05-05,2.36,US10Y
2017-05-08,1.33,US2Y
2017-05-08,9.77,VIX
2017-05-08,2.39,US10Y
2017-05-09,9.96,VIX
2017-05-09,2.42,US10Y
2017-05-09,1.37,US2Y
2017-05-10,2.41,US10Y
2017-05-10,1.35,US2Y
2017-05-10,10.21,VIX
2017-05-11,2.39,US10Y
2017-05-11,1.35,US2Y
2017-05-11,10.6,VIX
2017-05-12,2.33,US10Y
2017-05-12,10.4,VIX
2017-05-12,1.29,US2Y
2017-05-15,10.42,VIX
2017-05-15,1.31,US2Y
2017-05-15,2.34,US10Y
2017-05-16,10.65,VIX
2017-05-16,1.29,US2Y
2017-05-16,2.33,US10Y
2017-05-17,15.59,VIX
2017-05-17,1.26,US2Y
2017-05-17,2.22,US10Y
2017-05-18,14.66,VIX
2017-05-18,1.27,US2Y
2017-05-18,2.23,US10Y
2017-05-19,12.04,VIX
2017-05-19,2.23,US10Y
2017-05-19,1.28,US2Y
2017-05-22,2.25,US10Y
2017-05-22,1.29,US2Y
2017-05-22,10.93,VIX
2017-05-23,2.29,US10Y
2017-05-23,1.31,US2Y
2017-05-23,10.72,VIX
2017-05-24,1.29,US2Y
2017-05-24,10.02,VIX
2017-05-24,2.26,US10Y
2017-05-25,9.99,VIX
2017-05-25,2.25,US10Y
2017-05-25,1.3,US2Y
2017-05-26,9.81,VIX
2017-05-26,2.25,US10Y
2017-05-26,1.3,US2Y
2017-05-29,,VIX
2017-05-29,,US2Y
2017-05-29,,US10Y
2017-05-30,1.28,US2Y
2017-05-30,2.21,US10Y
2017-05-30,10.38,VIX
2017-05-31,1.28,US2Y
2017-05-31,2.21,US10Y
2017-05-31,10.41,VIX
2017-06-01,1.28,US2Y
2017-06-01,2.21,US10Y
2017-06-01,9.89,VIX
2017-06-02,1.28,US2Y
2017-06-02,2.15,US10Y
2017-06-02,9.75,VIX
2017-06-05,2.18,US10Y
2017-06-05,10.07,VIX
2017-06-05,1.32,US2Y
2017-06-06,10.45,VIX
2017-06-06,2.14,US10Y
2017-06-06,1.3,US2Y
2017-06-07,10.39,VIX
2017-06-07,2.18,US10Y
2017-06-07,1.32,US2Y
2017-06-08,2.19,US10Y
2017-06-08,1.33,US2Y
2017-06-08,10.16,VIX
2017-06-09,1.35,US2Y
2017-06-09,10.7,VIX
2017-06-09,2.21,US10Y
2017-06-12,1.35,US2Y
2017-06-12,11.46,VIX
2017-06-12,2.21,US10Y
2017-06-13,1.38,US2Y
2017-06-13,2.21,US10Y
2017-06-13,10.42,VIX
2017-06-14,2.15,US10Y
2017-06-14,10.64,VIX
2017-06-14,1.35,US2Y
2017-06-15,2.16,US10Y
2017-06-15,10.9,VIX
2017-06-15,1.35,US2Y
2017-06-16,2.16,US10Y
2017-06-16,10.38,VIX
2017-06-16,1.32,US2Y
2017-06-19,2.19,US10Y
2017-06-19,10.37,VIX
2017-06-19,1.36,US2Y
2017-06-20,2.16,US10Y
2017-06-20,1.36,US2Y
2017-06-20,10.86,VIX
2017-06-21,1.36,US2Y
2017-06-21,10.75,VIX
2017-06-21,2.16,US10Y
2017-06-22,1.34,US2Y
2017-06-22,10.48,VIX
2017-06-22,2.15,US10Y
2017-06-23,10.02,VIX
2017-06-23,2.15,US10Y
2017-06-23,1.34,US2Y
2017-06-26,2.14,US10Y
2017-06-26,1.36,US2Y
2017-06-26,9.9,VIX
2017-06-27,2.21,US10Y
2017-06-27,1.38,US2Y
2017-06-27,11.06,VIX
2017-06-28,2.22,US10Y
2017-06-28,10.03,VIX
2017-06-28,1.34,US2Y
2017-06-29,11.44,VIX
2017-06-29,1.38,US2Y
2017-06-29,2.27,US10Y
2017-06-30,11.18,VIX
2017-06-30,1.38,US2Y
2017-06-30,2.31,US10Y
2017-07-03,11.22,VIX
2017-07-03,1.41,US2Y
2017-07-03,2.35,US10Y
2017-07-04,,VIX
2017-07-04,,US2Y
2017-07-04,,US10Y
2017-07-05,11.07,VIX
2017-07-05,2.33,US10Y
2017-07-05,1.41,US2Y
2017-07-06,2.37,US10Y
2017-07-06,1.4,US2Y
2017-07-06,12.54,VIX
2017-07-07,2.39,US10Y
2017-07-07,1.4,US2Y
2017-07-07,11.19,VIX
2017-07-10,1.4,US2Y
2017-07-10,11.11,VIX
2017-07-10,2.38,US10Y
2017-07-11,10.89,VIX
2017-07-11,2.37,US10Y
2017-07-11,1.37,US2Y
2017-07-12,10.3,VIX
2017-07-12,2.33,US10Y
2017-07-12,1.35,US2Y
2017-07-13,9.9,VIX
2017-07-13,1.37,US2Y
2017-07-13,2.35,US10Y
2017-07-14,1.35,US2Y
2017-07-14,2.33,US10Y
2017-07-14,9.51,VIX
2017-07-17,1.36,US2Y
2017-07-17,2.31,US10Y
2017-07-17,9.82,VIX
2017-07-18,1.36,US2Y
2017-07-18,2.27,US10Y
2017-07-18,9.89,VIX
2017-07-19,1.37,US2Y
2017-07-19,2.27,US10Y
2017-07-19,9.79,VIX
2017-07-20,1.37,US2Y
2017-07-20,9.58,VIX
2017-07-20,2.27,US10Y
2017-07-21,9.36,VIX
2017-07-21,2.24,US10Y
2017-07-21,1.36,US2Y
2017-07-24,9.43,VIX
2017-07-24,2.26,US10Y
2017-07-24,1.37,US2Y
2017-07-25,2.33,US10Y
2017-07-25,1.4,US2Y
2017-07-25,9.43,VIX
2017-07-26,1.36,US2Y
2017-07-26,9.6,VIX
2017-07-26,2.29,US10Y
2017-07-27,1.36,US2Y
2017-07-27,10.11,VIX
2017-07-27,2.32,US10Y
2017-07-28,1.34,US2Y
2017-07-28,2.3,US10Y
2017-07-28,10.29,VIX
2017-07-31,2.3,US10Y
2017-07-31,10.26,VIX
2017-07-31,1.34,US2Y
2017-08-01,2.26,US10Y
2017-08-01,10.09,VIX
2017-08-01,1.34,US2Y
2017-08-02,2.27,US10Y
2017-08-02,10.28,VIX
2017-08-02,1.36,US2Y
2017-08-03,2.24,US10Y
2017-08-03,10.44,VIX
2017-08-03,1.34,US2Y
2017-08-04,10.03,VIX
2017-08-04,1.36,US2Y
2017-08-04,2.27,US10Y
2017-08-07,1.36,US2Y
2017-08-07,9.93,VIX
2017-08-07,2.26,US10Y
2017-08-08,1.36,US2Y
2017-08-08,10.96,VIX
2017-08-08,2.29,US10Y
2017-08-09,11.11,VIX
2017-08-09,2.24,US10Y
2017-08-09,1.33,US2Y
2017-08-10,2.2,US10Y
2017-08-10,1.33,US2Y
2017-08-10,16.04,VIX
2017-08-11,2.19,US10Y
2017-08-11,1.3,US2Y
2017-08-11,15.51,VIX
2017-08-14,2.22,US10Y
2017-08-14,12.33,VIX
2017-08-14,1.33,US2Y
2017-08-15,12.04,VIX
2017-08-15,1.35,US2Y
2017-08-15,2.27,US10Y
2017-08-16,11.74,VIX
2017-08-16,1.33,US2Y
2017-08-16,2.23,US10Y
2017-08-17,15.55,VIX
2017-08-17,1.32,US2Y
2017-08-17,2.19,US10Y
2017-08-18,14.26,VIX
2017-08-18,1.33,US2Y
2017-08-18,2.19,US10Y
2017-08-21,13.19,VIX
2017-08-21,2.18,US10Y
2017-08-21,1.32,US2Y
2017-08-22,2.22,US10Y
2017-08-22,11.35,VIX
2017-08-22,1.33,US2Y
2017-08-23,2.17,US10Y
2017-08-23,12.25,VIX
2017-08-23,1.32,US2Y
2017-08-24,2.19,US10Y
2017-08-24,12.23,VIX
2017-08-24,1.33,US2Y
2017-08-25,2.17,US10Y
2017-08-25,11.28,VIX
2017-08-25,1.35,US2Y
2017-08-28,11.32,VIX
2017-08-28,1.33,US2Y
2017-08-28,2.16,US10Y
2017-08-29,1.33,US2Y
2017-08-29,2.13,US10Y
2017-08-29,11.7,VIX
2017-08-30,1.33,US2Y
2017-08-30,2.15,US10Y
2017-08-30,11.22,VIX
2017-08-31,1.33,US2Y
2017-08-31,2.12,US10Y
2017-08-31,10.59,VIX
2017-09-01,1.35,US2Y
2017-09-01,2.16,US10Y
2017-09-01,10.13,VIX
2017-09-04,,US2Y
2017-09-04,,VIX
2017-09-04,,US10Y
2017-09-05,12.23,VIX
2017-09-05,2.07,US10Y
2017-09-05,1.3,US2Y
2017-09-06,11.63,VIX
2017-09-06,2.1,US10Y
2017-09-06,1.3,US2Y
2017-09-07,2.05,US10Y
2017-09-07,1.27,US2Y
2017-09-07,11.55,VIX
2017-09-08,1.27,US2Y
2017-09-08,12.12,VIX
2017-09-08,2.06,US10Y
2017-09-11,1.32,US2Y
2017-09-11,10.73,VIX
2017-09-11,2.14,US10Y
2017-09-12,1.33,US2Y
2017-09-12,2.17,US10Y
2017-09-12,10.58,VIX
2017-09-13,2.2,US10Y
2017-09-13,10.5,VIX
2017-09-13,1.35,US2Y
2017-09-14,2.2,US10Y
2017-09-14,10.44,VIX
2017-09-14,1.37,US2Y
2017-09-15,2.2,US10Y
2017-09-15,10.17,VIX
2017-09-15,1.39,US2Y
2017-09-18,2.23,US10Y
2017-09-18,10.15,VIX
2017-09-18,1.4,US2Y
2017-09-19,2.24,US10Y
2017-09-19,1.4,US2Y
2017-09-19,10.18,VIX
2017-09-20,1.45,US2Y
2017-09-20,9.78,VIX
2017-09-20,2.28,US10Y
2017-09-21,1.45,US2Y
2017-09-21,9.67,VIX
2017-09-21,2.27,US10Y
2017-09-22,9.59,VIX
2017-09-22,2.26,US10Y
2017-09-22,1.46,US2Y
2017-09-25,2.22,US10Y
2017-09-25,1.44,US2Y
2017-09-25,10.21,VIX
2017-09-26,2.24,US10Y
2017-09-26,1.45,US2Y
2017-09-26,10.17,VIX
2017-09-27,2.31,US10Y
2017-09-27,9.87,VIX
2017-09-27,1.47,US2Y
2017-09-28,9.55,VIX
2017-09-28,1.45,US2Y
2017-09-28,2.31,US10Y
2017-09-29,9.51,VIX
2017-09-29,1.47,US2Y
2017-09-29,2.33,US10Y
2017-10-02,9.45,VIX
2017-10-02,1.49,US2Y
2017-10-02,2.34,US10Y
2017-10-03,9.51,VIX
2017-10-03,1.47,US2Y
2017-10-03,2.33,US10Y
2017-10-04,1.47,US2Y
2017-10-04,2.33,US10Y
2017-10-04,9.63,VIX
2017-10-05,2.35,US10Y
2017-10-05,1.49,US2Y
2017-10-05,9.19,VIX
2017-10-06,2.37,US10Y
2017-10-06,1.54,US2Y
2017-10-06,9.65,VIX
2017-10-09,,US2Y
2017-10-09,10.33,VIX
2017-10-09,,US10Y
2017-10-10,10.08,VIX
2017-10-10,2.35,US10Y
2017-10-10,1.51,US2Y
2017-10-11,9.85,VIX
2017-10-11,2.35,US10Y
2017-10-11,1.51,US2Y
2017-10-12,9.91,VIX
2017-10-12,1.51,US2Y
2017-10-12,2.33,US10Y
2017-10-13,1.51,US2Y
2017-10-13,2.28,US10Y
2017-10-13,9.61,VIX
2017-10-16,1.54,US2Y
2017-10-16,2.3,US10Y
2017-10-16,9.91,VIX
2017-10-17,1.54,US2Y
2017-10-17,2.3,US10Y
2017-10-17,10.31,VIX
2017-10-18,1.59,US2Y
2017-10-18,2.34,US10Y
2017-10-18,10.07,VIX
2017-10-19,1.58,US2Y
2017-10-19,10.05,VIX
2017-10-19,2.33,US10Y
2017-10-20,9.97,VIX
2017-10-20,2.39,US10Y
2017-10-20,1.6,US2Y
2017-10-23,11.07,VIX
2017-10-23,2.38,US10Y
2017-10-23,1.58,US2Y
2017-10-24,2.42,US10Y
2017-10-24,1.6,US2Y
2017-10-24,11.16,VIX
2017-10-25,1.61,US2Y
2017-10-25,11.23,VIX
2017-10-25,2.44,US10Y
2017-10-26,1.63,US2Y
2017-10-26,11.3,VIX
2017-10-26,2.46,US10Y
2017-10-27,1.59,US2Y
2017-10-27,2.42,US10Y
2017-10-27,9.8,VIX
2017-10-30,2.37,US10Y
2017-10-30,10.5,VIX
2017-10-30,1.58,US2Y
2017-10-31,2.38,US10Y
2017-10-31,10.18,VIX
2017-10-31,1.6,US2Y
2017-11-01,2.37,US10Y
2017-11-01,10.2,VIX
2017-11-01,1.61,US2Y
2017-11-02,2.35,US10Y
2017-11-02,9.93,VIX
2017-11-02,1.61,US2Y
2017-11-03,2.34,US10Y
2017-11-03,1.63,US2Y
2017-11-03,9.14,VIX
2017-11-06,1.61,US2Y
2017-11-06,9.4,VIX
2017-11-06,2.32,US10Y
2017-11-07,1.63,US2Y
2017-11-07,9.89,VIX
2017-11-07,2.32,US10Y
2017-11-08,9.78,VIX
2017-11-08,2.32,US10Y
2017-11-08,1.65,US2Y
2017-11-09,2.33,US10Y
2017-11-09,1.63,US2Y
2017-11-09,10.5,VIX
2017-11-10,2.4,US10Y
2017-11-10,1.67,US2Y
2017-11-10,11.29,VIX
2017-11-13,2.4,US10Y
2017-11-13,11.5,VIX
2017-11-13,1.7,US2Y
2017-11-14,11.59,VIX
2017-11-14,1.68,US2Y
2017-11-14,2.38,US10Y
2017-11-15,13.13,VIX
2017-11-15,1.68,US2Y
2017-11-15,2.33,US10Y
2017-11-16,11.76,VIX
2017-11-16,1.72,US2Y
2017-11-16,2.37,US10Y
2017-11-17,11.43,VIX
2017-11-17,1.73,US2Y
2017-11-17,2.35,US10Y
2017-11-20,10.65,VIX
2017-11-20,2.37,US10Y
2017-11-20,1.77,US2Y
2017-11-21,2.36,US10Y
2017-11-21,1.77,US2Y
2017-11-21,9.73,VIX
2017-11-22,2.32,US10Y
2017-11-22,1.74,US2Y
2017-11-22,9.88,VIX
2017-11-23,,US2Y
2017-11-23,,VIX
2017-11-23,,US10Y
2017-11-24,9.67,VIX
2017-11-24,2.34,US10Y
2017-11-24,1.75,US2Y
2017-11-27,9.87,VIX
2017-11-27,2.32,US10Y
2017-11-27,1.74,US2Y
2017-11-28,10.03,VIX
2017-11-28,1.75,US2Y
2017-11-28,2.34,US10Y
2017-11-29,1.78,US2Y
2017-11-29,2.37,US10Y
2017-11-29,10.7,VIX
2017-11-30,1.78,US2Y
2017-11-30,2.42,US10Y
2017-11-30,11.28,VIX
2017-12-01,1.78,US2Y
2017-12-01,2.37,US10Y
2017-12-01,11.43,VIX
2017-12-04,1.8,US2Y
2017-12-04,2.37,US10Y
2017-12-04,11.68,VIX
2017-12-05,2.36,US10Y
2017-12-05,11.33,VIX
2017-12-05,1.83,US2Y
2017-12-06,11.02,VIX
2017-12-06,2.33,US10Y
2017-12-06,1.78,US2Y
2017-12-07,10.16,VIX
2017-12-07,2.37,US10Y
2017-12-07,1.8,US2Y
2017-12-08,2.38,US10Y
2017-12-08,1.8,US2Y
2017-12-08,9.58,VIX
2017-12-11,1.82,US2Y
2017-12-11,9.34,VIX
2017-12-11,2.39,US10Y
2017-12-12,1.83,US2Y
2017-12-12,9.92,VIX
2017-12-12,2.4,US10Y
2017-12-13,1.79,US2Y
2017-12-13,2.36,US10Y
2017-12-13,10.18,VIX
2017-12-14,2.35,US10Y
2017-12-14,10.49,VIX
2017-12-14,1.82,US2Y
2017-12-15,2.35,US10Y
2017-12-15,9.42,VIX
2017-12-15,1.84,US2Y
2017-12-18,2.39,US10Y
2017-12-18,9.53,VIX
2017-12-18,1.84,US2Y
2017-12-19,2.46,US10Y
2017-12-19,10.03,VIX
2017-12-19,1.87,US2Y
2017-12-20,2.49,US10Y
2017-12-20,1.87,US2Y
2017-12-20,9.72,VIX
2017-12-21,1.89,US2Y
2017-12-21,9.62,VIX
2017-12-21,2.48,US10Y
2017-12-22,1.91,US2Y
2017-12-22,9.9,VIX
2017-12-22,2.48,US10Y
2017-12-25,,VIX
2017-12-25,,US10Y
2017-12-25,,US2Y
2017-12-26,2.47,US10Y
2017-12-26,1.92,US2Y
2017-12-26,10.25,VIX
2017-12-27,2.42,US10Y
2017-12-27,1.89,US2Y
2017-12-27,10.47,VIX
2017-12-28,2.43,US10Y
2017-12-28,10.18,VIX
2017-12-28,1.91,US2Y
2017-12-29,11.04,VIX
2017-12-29,1.89,US2Y
2017-12-29,2.4,US10Y
2018-01-01,,VIX
2018-01-01,,US2Y
2018-01-01,,US10Y
2018-01-02,9.77,VIX
2018-01-02,1.92,US2Y
2018-01-02,2.46,US10Y
2018-01-03,9.15,VIX
2018-01-03,1.94,US2Y
2018-01-03,2.44,US10Y
2018-01-04,1.96,US2Y
2018-01-04,2.46,US10Y
2018-01-04,9.22,VIX
2018-01-05,2.47,US10Y
2018-01-05,1.96,US2Y
2018-01-05,9.22,VIX
2018-01-08,2.49,US10Y
2018-01-08,1.96,US2Y
2018-01-08,9.52,VIX
2018-01-09,1.98,US2Y
2018-01-09,10.08,VIX
2018-01-09,2.55,US10Y
2018-01-10,9.82,VIX
2018-01-10,2.55,US10Y
2018-01-10,1.98,US2Y
2018-01-11,9.88,VIX
2018-01-11,2.54,US10Y
2018-01-11,1.98,US2Y
2018-01-12,10.16,VIX
2018-01-12,1.99,US2Y
2018-01-12,2.55,US10Y
2018-01-15,,US2Y
2018-01-15,,US10Y
2018-01-15,,VIX
2018-01-16,2.03,US2Y
2018-01-16,2.54,US10Y
2018-01-16,11.66,VIX
2018-01-17,2.05,US2Y
2018-01-17,2.57,US10Y
2018-01-17,11.91,VIX
2018-01-18,2.05,US2Y
2018-01-18,2.62,US10Y
2018-01-18,12.22,VIX
2018-01-19,2.06,US2Y
2018-01-19,11.27,VIX
2018-01-19,2.64,US10Y
2018-01-22,11.03,VIX
2018-01-22,2.66,US10Y
2018-01-22,2.08,US2Y
2018-01-23,11.1,VIX
2018-01-23,2.63,US10Y
2018-01-23,2.06,US2Y
2018-01-24,2.65,US10Y
2018-01-24,2.08,US2Y
2018-01-24,11.47,VIX
2018-01-25,2.08,US2Y
2018-01-25,11.58,VIX
2018-01-25,2.63,US10Y
2018-01-26,2.13,US2Y
2018-01-26,11.08,VIX
2018-01-26,2.66,US10Y
2018-01-29,2.11,US2Y
2018-01-29,2.7,US10Y
2018-01-29,13.84,VIX
2018-01-30,2.73,US10Y
2018-01-30,14.79,VIX
2018-01-30,2.13,US2Y
2018-01-31,2.72,US10Y
2018-01-31,13.54,VIX
2018-01-31,2.14,US2Y
2018-02-01,2.78,US10Y
2018-02-01,13.47,VIX
2018-02-01,2.16,US2Y
2018-02-02,2.84,US10Y
2018-02-02,17.31,VIX
2018-02-02,2.15,US2Y
2018-02-05,37.32,VIX
2018-02-05,2.08,US2Y
2018-02-05,2.77,US10Y
2018-02-06,2.1,US2Y
2018-02-06,29.98,VIX
2018-02-06,2.79,US10Y
2018-02-07,2.15,US2Y
2018-02-07,27.73,VIX
2018-02-07,2.84,US10Y
2018-02-08,33.46,VIX
2018-02-08,2.85,US10Y
2018-02-08,2.13,US2Y
2018-02-09,2.83,US10Y
2018-02-09,2.05,US2Y
2018-02-09,29.06,VIX
2018-02-12,2.86,US10Y
2018-02-12,2.09,US2Y
2018-02-12,25.61,VIX
2018-02-13,2.83,US10Y
2018-02-13,24.97,VIX
2018-02-13,2.1,US2Y
2018-02-14,19.26,VIX
2018-02-14,2.17,US2Y
2018-02-14,2.91,US10Y
2018-02-15,19.13,VIX
2018-02-15,2.19,US2Y
2018-02-15,2.9,US10Y
2018-02-16,19.46,VIX
2018-02-16,2.21,US2Y
2018-02-16,2.87,US10Y
2018-02-19,,VIX
2018-02-19,,US2Y
2018-02-19,,US10Y
2018-02-20,20.6,VIX
2018-02-20,2.88,US10Y
2018-02-20,2.25,US2Y
2018-02-21,2.94,US10Y
2018-02-21,2.26,US2Y
2018-02-21,20.02,VIX
2018-02-22,2.92,US10Y
2018-02-22,2.25,US2Y
2018-02-22,18.72,VIX
2018-02-23,2.25,US2Y
2018-02-23,16.49,VIX
2018-02-23,2.88,US10Y
2018-02-26,15.8,VIX
2018-02-26,2.86,US10Y
2018-02-26,2.22,US2Y
2018-02-27,18.59,VIX
2018-02-27,2.9,US10Y
2018-02-27,2.27,US2Y
2018-02-28,19.85,VIX
2018-02-28,2.25,US2Y
2018-02-28,2.87,US10Y
2018-03-01,2.22,US2Y
2018-03-01,2.81,US10Y
2018-03-01,22.47,VIX
2018-03-02,2.25,US2Y
2018-03-02,2.86,US10Y
2018-03-02,19.59,VIX
2018-03-05,2.24,US2Y
2018-03-05,2.88,US10Y
2018-03-05,18.73,VIX
2018-03-06,2.25,US2Y
2018-03-06,2.88,US10Y
2018-03-06,18.36,VIX
2018-03-07,2.25,US2Y
2018-03-07,17.76,VIX
2018-03-07,2.89,US10Y
2018-03-08,16.54,VIX
2018-03-08,2.86,US10Y
2018-03-08,2.25,US2Y
2018-03-09,14.64,VIX
2018-03-09,2.9,US10Y
2018-03-09,2.27,US2Y
2018-03-12,2.87,US10Y
2018-03-12,2.27,US2Y
2018-03-12,15.78,VIX
2018-03-13,2.26,US2Y
2018-03-13,16.35,VIX
2018-03-13,2.84,US10Y
2018-03-14,2.26,US2Y
2018-03-14,17.23,VIX
2018-03-14,2.81,US10Y
2018-03-15,2.29,US2Y
2018-03-15,2.82,US10Y
2018-03-15,16.59,VIX
2018-03-16,2.85,US10Y
2018-03-16,15.8,VIX
2018-03-16,2.31,US2Y
2018-03-19,2.85,US10Y
2018-03-19,19.02,VIX
2018-03-19,2.31,US2Y
2018-03-20,2.89,US10Y
2018-03-20,18.2,VIX
2018-03-20,2.34,US2Y
2018-03-21,2.89,US10Y
2018-03-21,17.86,VIX
2018-03-21,2.31,US2Y
2018-03-22,2.83,US10Y
2018-03-22,2.29,US2Y
2018-03-22,23.34,VIX
2018-03-23,2.28,US2Y
2018-03-23,24.87,VIX
2018-03-23,2.82,US10Y
2018-03-26,2.33,US2Y
2018-03-26,21.03,VIX
2018-03-26,2.85,US10Y
2018-03-27,22.5,VIX
2018-03-27,2.78,US10Y
2018-03-27,2.26,US2Y
2018-03-28,2.77,US10Y
2018-03-28,2.28,US2Y
2018-03-28,22.87,VIX
2018-03-29,2.74,US10Y
2018-03-29,2.27,US2Y
2018-03-29,19.97,VIX
2018-03-30,,US10Y
2018-03-30,,VIX
2018-03-30,,US2Y
2018-04-02,23.62,VIX
2018-04-02,2.25,US2Y
2018-04-02,2.73,US10Y
2018-04-03,21.1,VIX
2018-04-03,2.28,US2Y
2018-04-03,2.79,US10Y
2018-04-04,20.06,VIX
2018-04-04,2.28,US2Y
2018-04-04,2.79,US10Y
2018-04-05,18.94,VIX
2018-04-05,2.3,US2Y
2018-04-05,2.83,US10Y
2018-04-06,2.27,US2Y
2018-04-06,2.77,US10Y
2018-04-06,21.49,VIX
2018-04-09,2.78,US10Y
2018-04-09,2.29,US2Y
2018-04-09,21.77,VIX
2018-04-10,2.8,US10Y
2018-04-10,2.32,US2Y
2018-04-10,20.47,VIX
2018-04-11,2.32,US2Y
2018-04-11,20.24,VIX
2018-04-11,2.79,US10Y
2018-04-12,18.49,VIX
2018-04-12,2.83,US10Y
2018-04-12,2.34,US2Y
2018-04-13,17.41,VIX
2018-04-13,2.82,US10Y
2018-04-13,2.37,US2Y
2018-04-16,16.56,VIX
2018-04-16,2.39,US2Y
2018-04-16,2.83,US10Y
2018-04-17,2.41,US2Y
2018-04-17,2.82,US10Y
2018-04-17,15.25,VIX
2018-04-18,2.42,US2Y
2018-04-18,2.87,US10Y
2018-04-18,15.6,VIX
2018-04-19,2.44,US2Y
2018-04-19,2.92,US10Y
2018-04-19,15.96,VIX
2018-04-20,2.46,US2Y
2018-04-20,2.96,US10Y
2018-04-20,16.88,VIX
2018-04-23,2.49,US2Y
2018-04-23,16.34,VIX
2018-04-23,2.98,US10Y
2018-04-24,18.02,VIX
2018-04-24,2.48,US2Y
2018-04-24,3.0,US10Y
2018-04-25,17.84,VIX
2018-04-25,2.49,US2Y
2018-04-25,3.03,US10Y
2018-04-26,16.24,VIX
2018-04-26,2.49,US2Y
2018-04-26,3.0,US10Y
2018-04-27,15.41,VIX
2018-04-27,2.49,US2Y
2018-04-27,2.96,US10Y
2018-04-30,2.49,US2Y
2018-04-30,2.95,US10Y
2018-04-30,15.93,VIX
2018-05-01,2.97,US10Y
2018-05-01,15.49,VIX
2018-05-01,2.5,US2Y
2018-05-02,2.97,US10Y
2018-05-02,15.97,VIX
2018-05-02,2.49,US2Y
2018-05-03,2.94,US10Y
2018-05-03,15.9,VIX
2018-05-03,2.49,US2Y
2018-05-04,2.95,US10Y
2018-05-04,14.77,VIX
2018-05-04,2.51,US2Y
2018-05-07,2.95,US10Y
2018-05-07,2.49,US2Y
2018-05-07,14.75,VIX
2018-05-08,2.51,US2Y
2018-05-08,14.71,VIX
2018-05-08,2.97,US10Y
2018-05-09,2.54,US2Y
2018-05-09,13.42,VIX
2018-05-09,3.0,US10Y
2018-05-10,13.23,VIX
2018-05-10,2.97,US10Y
2018-05-10,2.54,US2Y
2018-05-11,2.97,US10Y
2018-05-11,2.54,US2Y
2018-05-11,12.65,VIX
2018-05-14,3.0,US10Y
2018-05-14,2.55,US2Y
2018-05-14,12.93,VIX
2018-05-15,3.08,US10Y
2018-05-15,14.63,VIX
2018-05-15,2.58,US2Y
2018-05-16,13.42,VIX
2018-05-16,2.58,US2Y
2018-05-16,3.09,US10Y
2018-05-17,13.43,VIX
2018-05-17,2.57,US2Y
2018-05-17,3.11,US10Y
2018-05-18,13.42,VIX
2018-05-18,2.55,US2Y
2018-05-18,3.06,US10Y
2018-05-21,13.08,VIX
2018-05-21,2.58,US2Y
2018-05-21,3.06,US10Y
2018-05-22,13.22,VIX
2018-05-22,3.06,US10Y
2018-05-22,2.59,US2Y
2018-05-23,3.01,US10Y
2018-05-23,2.53,US2Y
2018-05-23,12.58,VIX
2018-05-24,2.98,US10Y
2018-05-24,2.5,US2Y
2018-05-24,12.53,VIX
2018-05-25,2.48,US2Y
2018-05-25,13.22,VIX
2018-05-25,2.93,US10Y
2018-05-28,,VIX
2018-05-28,,US10Y
2018-05-28,,US2Y
2018-05-29,17.02,VIX
2018-05-29,2.77,US10Y
2018-05-29,2.32,US2Y
2018-05-30,14.94,VIX
2018-05-30,2.42,US2Y
2018-05-30,2.84,US10Y
2018-05-31,2.4,US2Y
2018-05-31,2.83,US10Y
2018-05-31,15.43,VIX
2018-06-01,2.47,US2Y
2018-06-01,2.89,US10Y
2018-06-01,13.46,VIX
2018-06-04,2.52,US2Y
2018-06-04,2.94,US10Y
2018-06-04,12.74,VIX
2018-06-05,2.49,US2Y
2018-06-05,2.92,US10Y
2018-06-05,12.4,VIX
2018-06-06,2.97,US10Y
2018-06-06,11.64,VIX
2018-06-06,2.52,US2Y
2018-06-07,12.13,VIX
2018-06-07,2.93,US10Y
2018-06-07,2.5,US2Y
2018-06-08,12.18,VIX
2018-06-08,2.93,US10Y
2018-06-08,2.5,US2Y
2018-06-11,2.96,US10Y
2018-06-11,2.52,US2Y
2018-06-11,12.35,VIX
2018-06-12,2.54,US2Y
2018-06-12,12.34,VIX
