date,value,series
2019-08-06,1.6,US2Y
2019-08-07,19.49,VIX
2019-08-07,1.59,US2Y
2019-08-07,1.71,US10Y
2019-08-08,1.62,US2Y
2019-08-08,16.91,VIX
2019-08-08,1.72,US10Y
2019-08-09,1.63,US2Y
2019-08-09,17.97,VIX
2019-08-09,1.74,US10Y
2019-08-12,21.09,VIX
2019-08-12,1.65,US10Y
2019-08-12,1.58,US2Y
2019-08-13,1.68,US10Y
2019-08-13,1.66,US2Y
2019-08-13,17.52,VIX
2019-08-14,1.59,US10Y
2019-08-14,1.58,US2Y
2019-08-14,22.1,VIX
2019-08-15,1.52,US10Y
2019-08-15,21.18,VIX
2019-08-15,1.48,US2Y
2019-08-16,18.47,VIX
2019-08-16,1.48,US2Y
2019-08-16,1.55,US10Y
2019-08-19,16.88,VIX
2019-08-19,1.53,US2Y
2019-08-19,1.6,US10Y
2019-08-20,17.5,VIX
2019-08-20,1.5,US2Y
2019-08-20,1.55,US10Y
2019-08-21,15.8,VIX
2019-08-21,1.56,US2Y
2019-08-21,1.59,US10Y
2019-08-22,16.68,VIX
2019-08-22,1.62,US10Y
2019-08-22,1.61,US2Y
2019-08-23,1.52,US10Y
2019-08-23,19.87,VIX
2019-08-23,1.51,US2Y
2019-08-26,1.54,US10Y
2019-08-26,19.32,VIX
2019-08-26,1.54,US2Y
2019-08-27,1.49,US10Y
2019-08-27,20.31,VIX
2019-08-27,1.53,US2Y
2019-08-28,1.47,US10Y
2019-08-28,19.35,VIX
2019-08-28,1.5,US2Y
2019-08-29,17.88,VIX
2019-08-29,1.53,US2Y
2019-08-29,1.5,US10Y
2019-08-30,1.5,US2Y
2019-08-30,1.5,US10Y
2019-08-30,18.98,VIX
2019-09-02,,US2Y
2019-09-02,,US10Y
2019-09-02,,VIX
2019-09-03,1.47,US2Y
2019-09-03,1.47,US10Y
2019-09-03,19.66,VIX
2019-09-04,1.43,US2Y
2019-09-04,1.47,US10Y
2019-09-04,17.33,VIX
2019-09-05,1.55,US2Y
2019-09-05,16.27,VIX
2019-09-05,1.57,US10Y
2019-09-06,15.0,VIX
2019-09-06,1.55,US10Y
2019-09-06,1.53,US2Y
2019-09-09,15.27,VIX
2019-09-09,1.63,US10Y
2019-09-09,1.58,US2Y
2019-09-10,1.72,US10Y
2019-09-10,1.67,US2Y
2019-09-10,15.2,VIX
2019-09-11,1.68,US2Y
2019-09-11,14.61,VIX
2019-09-11,1.75,US10Y
2019-09-12,1.72,US2Y
2019-09-12,14.22,VIX
2019-09-12,1.79,US10Y
2019-09-13,1.79,US2Y
2019-09-13,1.9,US10Y
2019-09-13,13.74,VIX
2019-09-16,1.84,US10Y
2019-09-16,14.67,VIX
2019-09-16,1.74,US2Y
2019-09-17,1.81,US10Y
2019-09-17,14.44,VIX
2019-09-17,1.72,US2Y
2019-09-18,1.8,US10Y
2019-09-18,13.95,VIX
2019-09-18,1.77,US2Y
2019-09-19,1.79,US10Y
2019-09-19,14.05,VIX
2019-09-19,1.74,US2Y
2019-09-20,1.74,US10Y
2019-09-20,1.69,US2Y
2019-09-20,15.32,VIX
2019-09-23,1.68,US2Y
2019-09-23,14.91,VIX
2019-09-23,1.72,US10Y
2019-09-24,1.6,US2Y
2019-09-24,17.05,VIX
2019-09-24,1.64,US10Y
2019-09-25,15.96,VIX
2019-09-25,1.73,US10Y
2019-09-25,1.68,US2Y
2019-09-26,1.7,US10Y
2019-09-26,1.66,US2Y
2019-09-26,16.07,VIX
2019-09-27,1.69,US10Y
2019-09-27,1.63,US2Y
2019-09-27,17.22,VIX
2019-09-30,1.68,US10Y
2019-09-30,16.24,VIX
2019-09-30,1.63,US2Y
2019-10-01,18.56,VIX
2019-10-01,1.56,US2Y
2019-10-01,1.65,US10Y
2019-10-02,20.56,VIX
2019-10-02,1.48,US2Y
2019-10-02,1.6,US10Y
2019-10-03,19.12,VIX
2019-10-03,1.39,US2Y
2019-10-03,1.54,US10Y
2019-10-04,17.04,VIX
2019-10-04,1.4,US2Y
2019-10-04,1.52,US10Y
2019-10-07,1.46,US2Y
2019-10-07,1.56,US10Y
2019-10-07,17.86,VIX
2019-10-08,1.54,US10Y
2019-10-08,1.42,US2Y
2019-10-08,20.28,VIX
2019-10-09,1.59,US10Y
2019-10-09,1.47,US2Y
2019-10-09,18.64,VIX
2019-10-10,1.53,US2Y
2019-10-10,17.57,VIX
2019-10-10,1.67,US10Y
2019-10-11,15.58,VIX
2019-10-11,1.76,US10Y
2019-10-11,1.63,US2Y
2019-10-14,14.57,VIX
2019-10-14,,US10Y
2019-10-14,,US2Y
2019-10-15,13.54,VIX
2019-10-15,1.61,US2Y
2019-10-15,1.77,US10Y
2019-10-16,1.58,US2Y
2019-10-16,1.75,US10Y
2019-10-16,13.68,VIX
2019-10-17,1.6,US2Y
2019-10-17,1.76,US10Y
2019-10-17,13.79,VIX
2019-10-18,1.58,US2Y
2019-10-18,1.76,US10Y
2019-10-18,14.25,VIX
2019-10-21,1.62,US2Y
2019-10-21,1.8,US10Y
2019-10-21,14.0,VIX
2019-10-22,1.6,US2Y
2019-10-22,14.46,VIX
2019-10-22,1.78,US10Y
2019-10-23,14.01,VIX
2019-10-23,1.77,US10Y
2019-10-23,1.58,US2Y
2019-10-24,13.71,VIX
2019-10-24,1.77,US10Y
2019-10-24,1.58,US2Y
2019-10-25,1.8,US10Y
2019-10-25,1.63,US2Y
2019-10-25,12.65,VIX
2019-10-28,1.64,US2Y
2019-10-28,13.11,VIX
2019-10-28,1.85,US10Y
2019-10-29,1.64,US2Y
2019-10-29,13.2,VIX
2019-10-29,1.84,US10Y
2019-10-30,1.61,US2Y
2019-10-30,1.78,US10Y
2019-10-30,12.33,VIX
2019-10-31,1.69,US10Y
2019-10-31,13.22,VIX
2019-10-31,1.52,US2Y
2019-11-01,1.73,US10Y
2019-11-01,12.3,VIX
2019-11-01,1.56,US2Y
2019-11-04,1.79,US10Y
2019-11-04,12.83,VIX
2019-11-04,1.6,US2Y
2019-11-05,1.86,US10Y
2019-11-05,13.1,VIX
2019-11-05,1.63,US2Y
2019-11-06,1.81,US10Y
2019-11-06,1.61,US2Y
2019-11-06,12.62,VIX
2019-11-07,1.68,US2Y
2019-11-07,12.73,VIX
2019-11-07,1.92,US10Y
2019-11-08,1.68,US2Y
2019-11-08,12.07,VIX
2019-11-08,1.94,US10Y
2019-11-11,12.69,VIX
2019-11-11,,US10Y
2019-11-11,,US2Y
2019-11-12,1.92,US10Y
2019-11-12,1.66,US2Y
2019-11-12,12.68,VIX
2019-11-13,1.88,US10Y
2019-11-13,1.63,US2Y
2019-11-13,13.0,VIX
2019-11-14,1.82,US10Y
2019-11-14,13.05,VIX
2019-11-14,1.58,US2Y
2019-11-15,12.05,VIX
2019-11-15,1.61,US2Y
2019-11-15,1.84,US10Y
2019-11-18,12.46,VIX
2019-11-18,1.6,US2Y
2019-11-18,1.81,US10Y
2019-11-19,12.86,VIX
2019-11-19,1.6,US2Y
2019-11-19,1.79,US10Y
2019-11-20,12.78,VIX
2019-11-20,1.56,US2Y
2019-11-20,1.73,US10Y
2019-11-21,13.13,VIX
2019-11-21,1.77,US10Y
2019-11-21,1.6,US2Y
2019-11-22,1.77,US10Y
2019-11-22,1.61,US2Y
2019-11-22,12.34,VIX
2019-11-25,1.76,US10Y
2019-11-25,1.61,US2Y
2019-11-25,11.87,VIX
2019-11-26,1.58,US2Y
2019-11-26,11.54,VIX
2019-11-26,1.74,US10Y
2019-11-27,11.75,VIX
2019-11-27,1.77,US10Y
2019-11-27,1.63,US2Y
2019-11-28,,VIX
2019-11-28,,US10Y
2019-11-28,,US2Y
2019-11-29,12.62,VIX
2019-11-29,1.61,US2Y
2019-11-29,1.78,US10Y
2019-12-02,1.61,US2Y
2019-12-02,1.83,US10Y
2019-12-02,14.91,VIX
2019-12-03,1.53,US2Y
2019-12-03,1.72,US10Y
2019-12-03,15.96,VIX
2019-12-04,1.58,US2Y
2019-12-04,1.77,US10Y
2019-12-04,14.8,VIX
2019-12-05,1.58,US2Y
2019-12-05,1.8,US10Y
2019-12-05,14.52,VIX
2019-12-06,1.84,US10Y
2019-12-06,13.62,VIX
2019-12-06,1.61,US2Y
2019-12-09,15.86,VIX
2019-12-09,1.83,US10Y
2019-12-09,1.63,US2Y
2019-12-10,15.68,VIX
2019-12-10,1.85,US10Y
2019-12-10,1.65,US2Y
2019-12-11,1.79,US10Y
2019-12-11,1.61,US2Y
2019-12-11,14.99,VIX
2019-12-12,1.66,US2Y
2019-12-12,13.94,VIX
2019-12-12,1.9,US10Y
2019-12-13,1.61,US2Y
2019-12-13,12.63,VIX
2019-12-13,1.82,US10Y
2019-12-16,1.65,US2Y
2019-12-16,1.89,US10Y
2019-12-16,12.14,VIX
2019-12-17,1.89,US10Y
2019-12-17,12.29,VIX
2019-12-17,1.63,US2Y
2019-12-18,1.92,US10Y
2019-12-18,12.58,VIX
2019-12-18,1.63,US2Y
2019-12-19,1.92,US10Y
2019-12-19,12.5,VIX
2019-12-19,1.62,US2Y
2019-12-20,1.92,US10Y
2019-12-20,12.51,VIX
2019-12-20,1.63,US2Y
2019-12-23,1.93,US10Y
2019-12-23,1.64,US2Y
2019-12-23,12.61,VIX
2019-12-24,1.62,US2Y
2019-12-24,1.9,US10Y
2019-12-24,12.67,VIX
2019-12-25,,US2Y
2019-12-25,,US10Y
2019-12-25,,VIX
2019-12-26,1.64,US2Y
2019-12-26,1.9,US10Y
2019-12-26,12.65,VIX
2019-12-27,1.59,US2Y
2019-12-27,1.88,US10Y
2019-12-27,13.43,VIX
2019-12-30,1.9,US10Y
2019-12-30,14.82,VIX
2019-12-30,1.58,US2Y
2019-12-31,13.78,VIX
2019-12-31,1.58,US2Y
2019-12-31,1.92,US10Y
2020-01-01,,VIX
2020-01-01,,US2Y
2020-01-01,,US10Y
2020-01-02,12.47,VIX
2020-01-02,1.58,US2Y
2020-01-02,1.88,US10Y
2020-01-03,14.02,VIX
2020-01-03,1.53,US2Y
2020-01-03,1.8,US10Y
2020-01-06,1.54,US2Y
2020-01-06,1.81,US10Y
2020-01-06,13.85,VIX
2020-01-07,1.83,US10Y
2020-01-07,1.54,US2Y
2020-01-07,13.79,VIX
2020-01-08,1.87,US10Y
2020-01-08,1.58,US2Y
2020-01-08,13.45,VIX
2020-01-09,1.58,US2Y
2020-01-09,12.54,VIX
2020-01-09,1.85,US10Y
2020-01-10,12.56,VIX
2020-01-10,1.83,US10Y
2020-01-10,1.56,US2Y
2020-01-13,12.32,VIX
2020-01-13,1.85,US10Y
2020-01-13,1.58,US2Y
2020-01-14,12.39,VIX
2020-01-14,1.58,US2Y
2020-01-14,1.82,US10Y
2020-01-15,1.56,US2Y
2020-01-15,1.79,US10Y
2020-01-15,12.42,VIX
2020-01-16,1.58,US2Y
2020-01-16,1.81,US10Y
2020-01-16,12.32,VIX
2020-01-17,1.58,US2Y
2020-01-17,1.84,US10Y
2020-01-17,12.1,VIX
2020-01-20,,US2Y
2020-01-20,,US10Y
2020-01-20,,VIX
2020-01-21,1.53,US2Y
2020-01-21,12.85,VIX
2020-01-21,1.78,US10Y
2020-01-22,12.91,VIX
2020-01-22,1.77,US10Y
2020-01-22,1.53,US2Y
2020-01-23,12.98,VIX
2020-01-23,1.74,US10Y
2020-01-23,1.51,US2Y
2020-01-24,1.7,US10Y
2020-01-24,1.49,US2Y
2020-01-24,14.56,VIX
2020-01-27,1.44,US2Y
2020-01-27,18.23,VIX
2020-01-27,1.61,US10Y
2020-01-28,1.45,US2Y
2020-01-28,16.28,VIX
2020-01-28,1.65,US10Y
2020-01-29,1.42,US2Y
2020-01-29,1.6,US10Y
2020-01-29,16.39,VIX
2020-01-30,1.57,US10Y
2020-01-30,15.49,VIX
2020-01-30,1.41,US2Y
2020-01-31,1.51,US10Y
2020-01-31,18.84,VIX
2020-01-31,1.33,US2Y
2020-02-03,1.54,US10Y
2020-02-03,17.97,VIX
2020-02-03,1.36,US2Y
2020-02-04,1.61,US10Y
2020-02-04,16.05,VIX
2020-02-04,1.41,US2Y
2020-02-05,15.15,VIX
2020-02-05,1.44,US2Y
2020-02-05,1.66,US10Y
2020-02-06,1.44,US2Y
2020-02-06,14.96,VIX
2020-02-06,1.65,US10Y
2020-02-07,1.41,US2Y
2020-02-07,15.47,VIX
2020-02-07,1.59,US10Y
2020-02-10,15.04,VIX
2020-02-10,1.56,US10Y
2020-02-10,1.37,US2Y
2020-02-11,1.59,US10Y
2020-02-11,1.41,US2Y
2020-02-11,15.18,VIX
2020-02-12,1.62,US10Y
2020-02-12,1.44,US2Y
2020-02-12,13.74,VIX
2020-02-13,1.61,US10Y
2020-02-13,14.15,VIX
2020-02-13,1.44,US2Y
2020-02-14,13.68,VIX
2020-02-14,1.42,US2Y
2020-02-14,1.59,US10Y
2020-02-17,,VIX
2020-02-17,,US2Y
2020-02-17,,US10Y
2020-02-18,14.83,VIX
2020-02-18,1.41,US2Y
2020-02-18,1.55,US10Y
2020-02-19,14.38,VIX
2020-02-19,1.42,US2Y
2020-02-19,1.56,US10Y
2020-02-20,15.56,VIX
2020-02-20,1.52,US10Y
2020-02-20,1.39,US2Y
2020-02-21,1.46,US10Y
2020-02-21,1.34,US2Y
2020-02-21,17.08,VIX
2020-02-24,1.38,US10Y
2020-02-24,1.26,US2Y
2020-02-24,25.03,VIX
2020-02-25,1.2,US2Y
2020-02-25,27.85,VIX
2020-02-25,1.33,US10Y
2020-02-26,27.56,VIX
2020-02-26,1.33,US10Y
2020-02-26,1.16,US2Y
2020-02-27,39.16,VIX
2020-02-27,1.3,US10Y
2020-02-27,1.11,US2Y
2020-02-28,40.11,VIX
2020-02-28,0.86,US2Y
2020-02-28,1.13,US10Y
2020-03-02,0.84,US2Y
2020-03-02,1.1,US10Y
2020-03-02,33.42,VIX
2020-03-03,0.71,US2Y
2020-03-03,1.02,US10Y
2020-03-03,36.82,VIX
2020-03-04,0.67,US2Y
2020-03-04,1.02,US10Y
2020-03-04,31.99,VIX
2020-03-05,0.59,US2Y
2020-03-05,0.92,US10Y
2020-03-05,39.62,VIX
2020-03-06,0.49,US2Y
2020-03-06,41.94,VIX
2020-03-06,0.74,US10Y
2020-03-09,54.46,VIX
2020-03-09,0.54,US10Y
2020-03-09,0.38,US2Y
2020-03-10,47.3,VIX
2020-03-10,0.76,US10Y
2020-03-10,0.5,US2Y
2020-03-11,0.82,US10Y
2020-03-11,0.5,US2Y
2020-03-11,53.9,VIX
2020-03-12,0.5,US2Y
2020-03-12,75.47,VIX
2020-03-12,0.88,US10Y
2020-03-13,0.49,US2Y
2020-03-13,57.83,VIX
2020-03-13,0.94,US10Y
2020-03-16,0.36,US2Y
2020-03-16,0.73,US10Y
2020-03-16,82.69,VIX
2020-03-17,1.02,US10Y
2020-03-17,75.91,VIX
2020-03-17,0.47,US2Y
2020-03-18,1.18,US10Y
2020-03-18,76.45,VIX
2020-03-18,0.54,US2Y
2020-03-19,1.12,US10Y
2020-03-19,72.0,VIX
2020-03-19,0.44,US2Y
2020-03-20,0.92,US10Y
2020-03-20,66.04,VIX
2020-03-20,0.37,US2Y
2020-03-23,0.76,US10Y
2020-03-23,0.28,US2Y
2020-03-23,61.59,VIX
2020-03-24,0.38,US2Y
2020-03-24,61.67,VIX
2020-03-24,0.84,US10Y
2020-03-25,0.34,US2Y
2020-03-25,63.95,VIX
2020-03-25,0.88,US10Y
2020-03-26,61.0,VIX
2020-03-26,0.83,US10Y
2020-03-26,0.3,US2Y
2020-03-27,0.72,US10Y
2020-03-27,0.25,US2Y
2020-03-27,65.54,VIX
2020-03-30,0.7,US10Y
2020-03-30,0.23,US2Y
2020-03-30,57.08,VIX
2020-03-31,0.7,US10Y
2020-03-31,53.54,VIX
2020-03-31,0.23,US2Y
2020-04-01,57.06,VIX
2020-04-01,0.23,US2Y
2020-04-01,0.62,US10Y
2020-04-02,50.91,VIX
2020-04-02,0.23,US2Y
2020-04-02,0.63,US10Y
2020-04-03,46.8,VIX
2020-04-03,0.23,US2Y
2020-04-03,0.62,US10Y
2020-04-06,45.24,VIX
2020-04-06,0.27,US2Y
2020-04-06,0.67,US10Y
2020-04-07,0.28,US2Y
2020-04-07,0.75,US10Y
2020-04-07,46.7,VIX
2020-04-08,0.77,US10Y
2020-04-08,0.27,US2Y
2020-04-08,43.35,VIX
2020-04-09,0.73,US10Y
2020-04-09,0.23,US2Y
2020-04-09,41.67,VIX
2020-04-10,,US2Y
2020-04-10,,VIX
2020-04-10,,US10Y
2020-04-13,41.17,VIX
2020-04-13,0.76,US10Y
2020-04-13,0.25,US2Y
2020-04-14,37.76,VIX
2020-04-14,0.76,US10Y
2020-04-14,0.23,US2Y
2020-04-15,40.84,VIX
2020-04-15,0.2,US2Y
2020-04-15,0.63,US10Y
2020-04-16,0.2,US2Y
2020-04-16,0.61,US10Y
2020-04-16,40.11,VIX
2020-04-17,0.2,US2Y
2020-04-17,0.65,US10Y
2020-04-17,38.15,VIX
2020-04-20,0.2,US2Y
2020-04-20,0.63,US10Y
2020-04-20,43.83,VIX
2020-04-21,0.2,US2Y
2020-04-21,0.58,US10Y
2020-04-21,45.41,VIX
2020-04-22,0.22,US2Y
2020-04-22,41.98,VIX
2020-04-22,0.63,US10Y
2020-04-23,41.38,VIX
2020-04-23,0.22,US2Y
2020-04-23,0.61,US10Y
2020-04-24,35.93,VIX
2020-04-24,0.22,US2Y
2020-04-24,0.6,US10Y
2020-04-27,33.29,VIX
2020-04-27,0.24,US2Y
2020-04-27,0.67,US10Y
2020-04-28,33.57,VIX
2020-04-28,0.2,US2Y
2020-04-28,0.62,US10Y
2020-04-29,0.2,US2Y
2020-04-29,0.63,US10Y
2020-04-29,31.23,VIX
2020-04-30,0.64,US10Y
2020-04-30,34.15,VIX
2020-04-30,0.2,US2Y
2020-05-01,0.64,US10Y
2020-05-01,37.19,VIX
2020-05-01,0.2,US2Y
2020-05-04,0.64,US10Y
2020-05-04,35.97,VIX
2020-05-04,0.19,US2Y
2020-05-05,0.66,US10Y
2020-05-05,33.61,VIX
2020-05-05,0.19,US2Y
2020-05-06,34.12,VIX
2020-05-06,0.17,US2Y
2020-05-06,0.72,US10Y
2020-05-07,0.13,US2Y
2020-05-07,31.44,VIX
2020-05-07,0.63,US10Y
2020-05-08,0.16,US2Y
2020-05-08,27.98,VIX
2020-05-08,0.69,US10Y
2020-05-11,27.57,VIX
2020-05-11,0.73,US10Y
2020-05-11,0.17,US2Y
2020-05-12,0.69,US10Y
2020-05-12,0.17,US2Y
2020-05-12,33.04,VIX
2020-05-13,0.64,US10Y
2020-05-13,0.16,US2Y
2020-05-13,35.28,VIX
2020-05-14,0.63,US10Y
2020-05-14,32.61,VIX
2020-05-14,0.16,US2Y
2020-05-15,31.89,VIX
2020-05-15,0.16,US2Y
2020-05-15,0.64,US10Y
2020-05-18,29.3,VIX
2020-05-18,0.18,US2Y
2020-05-18,0.73,US10Y
2020-05-19,30.53,VIX
2020-05-19,0.17,US2Y
2020-05-19,0.7,US10Y
2020-05-20,27.99,VIX
2020-05-20,0.16,US2Y
2020-05-20,0.68,US10Y
2020-05-21,29.53,VIX
2020-05-21,0.68,US10Y
2020-05-21,0.17,US2Y
2020-05-22,0.66,US10Y
2020-05-22,0.17,US2Y
2020-05-22,28.16,VIX
2020-05-25,,US10Y
2020-05-25,,US2Y
2020-05-25,,VIX
2020-05-26,0.18,US2Y
2020-05-26,28.01,VIX
2020-05-26,0.69,US10Y
2020-05-27,27.62,VIX
2020-05-27,0.68,US10Y
2020-05-27,0.19,US2Y
2020-05-28,28.59,VIX
2020-05-28,0.7,US10Y
2020-05-28,0.17,US2Y
2020-05-29,27.51,VIX
2020-05-29,0.16,US2Y
2020-05-29,0.65,US10Y
2020-06-01,0.14,US2Y
2020-06-01,0.66,US10Y
2020-06-01,28.23,VIX
2020-06-02,0.17,US2Y
2020-06-02,0.68,US10Y
2020-06-02,26.84,VIX
2020-06-03,0.19,US2Y
2020-06-03,0.77,US10Y
2020-06-03,25.66,VIX
2020-06-04,0.19,US2Y
2020-06-04,0.82,US10Y
2020-06-04,25.81,VIX
2020-06-05,0.91,US10Y
2020-06-05,24.52,VIX
2020-06-05,0.22,US2Y
2020-06-08,25.81,VIX
2020-06-08,0.88,US10Y
2020-06-08,0.22,US2Y
2020-06-09,27.57,VIX
2020-06-09,0.84,US10Y
2020-06-09,0.2,US2Y
2020-06-10,0.75,US10Y
2020-06-10,0.17,US2Y
2020-06-10,27.57,VIX
2020-06-11,0.19,US2Y
2020-06-11,40.79,VIX
2020-06-11,0.66,US10Y
2020-06-12,0.19,US2Y
2020-06-12,36.09,VIX
2020-06-12,0.71,US10Y
2020-06-15,0.19,US2Y
2020-06-15,0.71,US10Y
2020-06-15,34.4,VIX
2020-06-16,0.75,US10Y
2020-06-16,33.67,VIX
2020-06-16,0.21,US2Y
2020-06-17,0.74,US10Y
2020-06-17,33.47,VIX
2020-06-17,0.19,US2Y
2020-06-18,0.71,US10Y
2020-06-18,32.94,VIX
2020-06-18,0.19,US2Y
2020-06-19,0.7,US10Y
2020-06-19,35.12,VIX
2020-06-19,0.19,US2Y
2020-06-22,0.71,US10Y
2020-06-22,0.19,US2Y
2020-06-22,31.77,VIX
2020-06-23,0.18,US2Y
2020-06-23,31.37,VIX
2020-06-23,0.72,US10Y
2020-06-24,0.19,US2Y
2020-06-24,33.84,VIX
2020-06-24,0.69,US10Y
2020-06-25,32.22,VIX
2020-06-25,0.68,US10Y
2020-06-25,0.17,US2Y
2020-06-26,0.64,US10Y
2020-06-26,0.17,US2Y
2020-06-26,34.73,VIX
2020-06-29,0.64,US10Y
2020-06-29,0.16,US2Y
2020-06-29,31.78,VIX
2020-06-30,0.66,US10Y
2020-06-30,30.43,VIX
2020-06-30,0.16,US2Y
2020-07-01,28.62,VIX
2020-07-01,0.17,US2Y
2020-07-01,0.69,US10Y
2020-07-02,27.68,VIX
2020-07-02,0.16,US2Y
2020-07-02,0.68,US10Y
2020-07-03,,VIX
2020-07-03,,US2Y
2020-07-03,,US10Y
2020-07-06,27.94,VIX
2020-07-06,0.16,US2Y
2020-07-06,0.69,US10Y
2020-07-07,29.43,VIX
2020-07-07,0.65,US10Y
2020-07-07,0.16,US2Y
2020-07-08,0.67,US10Y
2020-07-08,0.16,US2Y
2020-07-08,28.08,VIX
2020-07-09,0.62,US10Y
2020-07-09,0.16,US2Y
2020-07-09,29.26,VIX
2020-07-10,0.16,US2Y
2020-07-10,27.29,VIX
2020-07-10,0.65,US10Y
2020-07-13,32.19,VIX
2020-07-13,0.64,US10Y
2020-07-13,0.16,US2Y
2020-07-14,29.52,VIX
2020-07-14,0.63,US10Y
2020-07-14,0.14,US2Y
2020-07-15,27.76,VIX
2020-07-15,0.16,US2Y
2020-07-15,0.64,US10Y
2020-07-16,0.16,US2Y
2020-07-16,0.62,US10Y
2020-07-16,28.0,VIX
2020-07-17,0.14,US2Y
2020-07-17,0.64,US10Y
2020-07-17,25.68,VIX
2020-07-20,0.16,US2Y
2020-07-20,0.62,US10Y
2020-07-20,24.46,VIX
2020-07-21,0.14,US2Y
2020-07-21,0.61,US10Y
2020-07-21,24.84,VIX
2020-07-22,0.14,US2Y
2020-07-22,24.32,VIX
2020-07-22,0.6,US10Y
2020-07-23,26.08,VIX
2020-07-23,0.59,US10Y
2020-07-23,0.16,US2Y
2020-07-24,25.84,VIX
2020-07-24,0.59,US10Y
2020-07-24,0.14,US2Y
2020-07-27,0.62,US10Y
2020-07-27,0.15,US2Y
2020-07-27,24.74,VIX
2020-07-28,0.14,US2Y
2020-07-28,25.44,VIX
2020-07-28,0.59,US10Y
2020-07-29,0.12,US2Y
2020-07-29,24.1,VIX
2020-07-29,0.58,US10Y
2020-07-30,0.11,US2Y
2020-07-30,0.55,US10Y
2020-07-30,24.76,VIX
2020-07-31,0.55,US10Y
2020-07-31,24.46,VIX
2020-07-31,0.11,US2Y
2020-08-03,0.56,US10Y
2020-08-03,24.28,VIX
2020-08-03,0.11,US2Y
2020-08-04,0.52,US10Y
2020-08-04,23.76,VIX
2020-08-04,0.11,US2Y
2020-08-05,0.55,US10Y
2020-08-05,22.99,VIX
2020-08-05,0.11,US2Y
2020-08-06,22.65,VIX
2020-08-06,0.11,US2Y
2020-08-06,0.55,US10Y
2020-08-07,0.13,US2Y
2020-08-07,22.21,VIX
2020-08-07,0.57,US10Y
2020-08-10,0.14,US2Y
2020-08-10,22.13,VIX
2020-08-10,0.59,US10Y
2020-08-11,24.03,VIX
2020-08-11,0.64,US10Y
2020-08-11,0.16,US2Y
2020-08-12,0.69,US10Y
2020-08-12,0.16,US2Y
2020-08-12,22.28,VIX
2020-08-13,0.71,US10Y
2020-08-13,0.16,US2Y
2020-08-13,22.13,VIX
2020-08-14,0.71,US10Y
2020-08-14,22.05,VIX
2020-08-14,0.14,US2Y
2020-08-17,21.35,VIX
2020-08-17,0.14,US2Y
2020-08-17,0.69,US10Y
2020-08-18,21.51,VIX
2020-08-18,0.14,US2Y
2020-08-18,0.67,US10Y
2020-08-19,22.54,VIX
2020-08-19,0.14,US2Y
2020-08-19,0.68,US10Y
2020-08-20,22.72,VIX
2020-08-20,0.13,US2Y
2020-08-20,0.65,US10Y
2020-08-21,22.54,VIX
2020-08-21,0.64,US10Y
2020-08-21,0.16,US2Y
2020-08-24,0.65,US10Y
2020-08-24,0.14,US2Y
2020-08-24,22.37,VIX
2020-08-25,0.69,US10Y
2020-08-25,0.15,US2Y
2020-08-25,22.03,VIX
2020-08-26,0.16,US2Y
2020-08-26,23.27,VIX
2020-08-26,0.69,US10Y
2020-08-27,24.47,VIX
2020-08-27,0.74,US10Y
2020-08-27,0.16,US2Y
2020-08-28,22.96,VIX
2020-08-28,0.74,US10Y
2020-08-28,0.14,US2Y
2020-08-31,26.41,VIX
2020-08-31,0.14,US2Y
2020-08-31,0.72,US10Y
2020-09-01,0.13,US2Y
2020-09-01,0.68,US10Y
2020-09-01,26.12,VIX
2020-09-02,0.14,US2Y
2020-09-02,0.66,US10Y
2020-09-02,26.57,VIX
2020-09-03,0.13,US2Y
2020-09-03,0.63,US10Y
2020-09-03,33.6,VIX
2020-09-04,0.14,US2Y
2020-09-04,0.72,US10Y
2020-09-04,30.75,VIX
2020-09-07,,US10Y
2020-09-07,,VIX
2020-09-07,,US2Y
2020-09-08,31.46,VIX
2020-09-08,0.69,US10Y
2020-09-08,0.14,US2Y
2020-09-09,28.81,VIX
2020-09-09,0.71,US10Y
2020-09-09,0.14,US2Y
2020-09-10,0.68,US10Y
2020-09-10,0.14,US2Y
2020-09-10,29.71,VIX
2020-09-11,0.13,US2Y
2020-09-11,26.87,VIX
2020-09-11,0.67,US10Y
2020-09-14,0.14,US2Y
2020-09-14,25.85,VIX
2020-09-14,0.68,US10Y
2020-09-15,0.14,US2Y
2020-09-15,0.68,US10Y
2020-09-15,25.59,VIX
2020-09-16,0.69,US10Y
2020-09-16,26.04,VIX
2020-09-16,0.14,US2Y
2020-09-17,0.69,US10Y
2020-09-17,26.46,VIX
2020-09-17,0.13,US2Y
2020-09-18,0.7,US10Y
2020-09-18,25.83,VIX
2020-09-18,0.14,US2Y
2020-09-21,0.68,US10Y
2020-09-21,27.78,VIX
2020-09-21,0.14,US2Y
2020-09-22,0.68,US10Y
2020-09-22,0.13,US2Y
2020-09-22,26.86,VIX
2020-09-23,0.14,US2Y
2020-09-23,28.58,VIX
2020-09-23,0.68,US10Y
2020-09-24,0.14,US2Y
2020-09-24,28.51,VIX
2020-09-24,0.67,US10Y
2020-09-25,26.38,VIX
2020-09-25,0.66,US10Y
2020-09-25,0.12,US2Y
2020-09-28,0.67,US10Y
2020-09-28,0.14,US2Y
2020-09-28,26.19,VIX
2020-09-29,0.66,US10Y
